article,available_sizes,beautyDiscount,brandName,brand_route,brand_title,colection,discount,discountId,hasVariantPrice,id,image,image_count,images,item,line,mannequins,maxPrice,maxPriceOld,minPrice,minPriceOld,model,monoBrand,newIn,outfit,price,priceInStore,priceOld,route,season,sizeTable_name,sizeTable_show,sizeTable_title,title,variant_count,warehouse
VIGBGL-483,L,,Aquanova,/az/brands/aquanova,Aquanova,unisex,30,,False,188797,188797-9d043276b05c09bbb1054f5de019d36f.jpg,1,188797-9d043276b05c09bbb1054f5de019d36f.jpg,bathrobe,Bathing,,72.1,103,72.1,103,VIGGO,False,True,188797-9d043276b05c09bbb1054f5de019d36f.jpg,72.1,False,103,/az/products/aquanova-viggo-hamam-xalati-188797,2021,xl,False,XL,Viggo hamam xalatı,1,Premium
IDOLO,23,,Marina Rinaldi,/az/brands/marinarinaldi,Marina Rinaldi,wom,20,,False,190373,190373-7488c60526a95ee833eefc08ed030bd5.jpg,4,"190373-7488c60526a95ee833eefc08ed030bd5.jpg, 190373-7674801b2033e0144df06ae4f13f2946.jpg, 190373-8092495dd6c30c76987399bdf5091c96.jpg, 190373-0f3b9cb24ee1c384036f36d360801164.jpg",jeans,MARINA RINALD 1,,200,250,200,250,2183012,False,True,190373-7674801b2033e0144df06ae4f13f2946.jpg,200,False,250,/az/products/marina-rinaldi-bol-bicimli-denim-salvar-190373,2022-23,denim,True,DENIM,Bol biçimli denim şalvar,1,Premium
4221631,54,,Marina Rinaldi,/az/brands/marinarinaldi,Marina Rinaldi,,50,,False,170367,170367-2943f3de298de763a9c01b6c4e3cc2a2.jpg,4,"170367-2943f3de298de763a9c01b6c4e3cc2a2.jpg, 170367-faaa7c1d7b62a06bdc275d79c1fd6ef9.jpg, 170367-696540f9e570c8c18e5c30c9548aaa44.jpg, 170367-ee9f642e445978f669a6b7560190ce75.jpg",dress,FLASH ELEG,,323,646,323,646,DIZIONE,False,True,170367-faaa7c1d7b62a06bdc275d79c1fd6ef9.jpg,323,False,646,/az/products/marina-rinaldi-pliseli-midi-don-170367,2021,it,False,IT,Pliseli midi don,1,Premium
MIDI,42 / 44,,Victoria Beckham,/az/brands/victoriabeckham,Victoria Beckham,woman,50,,False,177889,177889-8fd34d65143b40cba7315d4680268ac3.jpg,4,"177889-8fd34d65143b40cba7315d4680268ac3.jpg, 177889-bee0abfa58a8ac5cb5174372a67ba194.jpg, 177889-30977c7d45bf145d50539b65e36bf8fa.jpg, 177889-f08f3d6fa5bb3a12aa6f419a5642b094.jpg",dress,Main,,536.5,1073,536.5,1073,DR MID 68100,False,True,177889-bee0abfa58a8ac5cb5174372a67ba194.jpg,536.5,False,1073,/az/products/gupurlu-midi-don-177889,2019,eu,False,EU,Güpürlü midi don,1,Premium
,"40, 38",,ERES,/az/brands/eres,ERES,woman,80,,False,1096145,1096145-521f32355b885531ab6cf80878594f2c.jpg,3,"1096145-521f32355b885531ab6cf80878594f2c.jpg, 1096145-f2b6b475c72862118039c61a10b5e3c0.jpg, 1096145-08ba20af68f6eca590c07b4df12243e4.jpg",top,04.17 FW,,49,245,49,245,651310,False,True,1096145-f2b6b475c72862118039c61a10b5e3c0.jpg,49,False,245,/az/products/eres-gupurlu-top-1096145,2013-14,eu,False,EU,Güpurlu top,2,Premium
Mariette,44,,Jenny Packham,/az/brands/jennypackham,Jenny Packham,wom,20,,False,190366,190366-e05488873073106099875dd2fff31f09.jpg,3,"190366-e05488873073106099875dd2fff31f09.jpg, 190366-6d8adfdc42e351c13fad6aa188409581.jpg, 190366-e8cd2a673571d74232f97249a5412761.jpg",dress,RTW,,1420,1775,1420,1775,DDD104C,False,True,190366-6d8adfdc42e351c13fad6aa188409581.jpg,1420,False,1775,/az/products/jenny-packham-tul-panelli-midi-don-190366,2022-23,it,False,IT,Tül panelli midi don,1,Premium
1,"S, M",,Joseph,/az/brands/joseph,Joseph,wom,20,,False,190185,190185-096e9be007db5c5978e2545ba2c76809.jpg,5,"190185-096e9be007db5c5978e2545ba2c76809.jpg, 190185-516bcfe008a5d746a8991b64df206bf4.jpg, 190185-1fccde9a7fb458fb8b82b3c669b14f4a.jpg, 190185-24ce415542aabb7d4698bd2da8e90320.jpg, 190185-e57bfdfa2c76a4b09ca056536afdd1c8.jpg",top,RTW,,272,340,272,340,JF006919,False,True,190185-516bcfe008a5d746a8991b64df206bf4.jpg,272,False,340,/az/products/joseph-yun-kesmir-sviter-190185,2023-24,xl,False,XL,Yun kəşmir sviter,2,Premium
2712,XS,,Ralph Lauren,/az/brands/ralphlauren,Ralph Lauren,wom,20,,False,190318,190318-b82df5dbbdb1f494de8f2027d4af5b09.jpg,4,"190318-b82df5dbbdb1f494de8f2027d4af5b09.jpg, 190318-c70a4571867dfac2addb73100dcb3a41.jpg, 190318-e9eb255c5c77aa3c5560bc72f0ee28a3.jpg, 190318-1bdb7f9d9e1c39dd028a456fbb3b8963.jpg",sweater,POLO,,120,150,120,150,21187,False,True,190318-c70a4571867dfac2addb73100dcb3a41.jpg,120,False,150,/az/products/ralph-lauren-zencirbendli-sviter-190318,2022-23,xl,False,XL,Zəncirbəndli sviter,1,Premium
RM405,46,,Armani Collezioni,/az/brands/armanicollezioni,Armani Collezioni,woman,80,,False,181728,181728-c0b15304569475809a61a6a1c8d1a459.jpg,4,"181728-c0b15304569475809a61a6a1c8d1a459.jpg, 181728-95eb35ea90ea1fb9d8c63d5e6d7a9999.jpg, 181728-aca85fd63d340a6b79692cf0c1ef4505.jpg, 181728-b81389b406f57863c8c18bda9f1f5428.jpg",jacket,,,90,450,90,450,RMG04T,False,True,181728-95eb35ea90ea1fb9d8c63d5e6d7a9999.jpg,90,False,450,/az/products/armani-collezioni-gul-naxisli-pencek-181728,2015,eu,False,EU,Gül naxışlı pencək,1,Premium
ROZLYN,2XL,,Alice+Olivia,/az/brands/aliceolivia,Alice + Olivia,woman,80,,False,133513,133513-95ef4448753adc7f0676e3bb1c6c5253.jpg,4,"133513-95ef4448753adc7f0676e3bb1c6c5253.jpg, 133513-0c837c7ab0a48261aded5e1ab573fbf7.jpg, 133513-cce1cdfdd881908f755c41b14168684e.jpg, 133513-bbc3b29d320b20f48afa9e6125f28395.jpg",dress,,,112.80000000000001,564,112.80000000000001,564,CC803016509,False,True,133513-0c837c7ab0a48261aded5e1ab573fbf7.jpg,112.80000000000001,False,564,/az/products/alice+olivia-pliseli-maksi-don-133513,2018,xl,False,XL,Pliseli maksi don,1,Premium
WV0028,"36, 38, 40",,Ami Paris,/az/brands/ami-paris,Ami Paris,wom,20,,False,191390,191390-6574bb56d326dfbff8d9242577e4962d.jpg,5,"191390-6574bb56d326dfbff8d9242577e4962d.jpg, 191390-54fbe5632e7906f1c94953a1d52874f5.jpg, 191390-d28bce2d542925a02566cf0b44ab1ba6.jpg, 191390-6694318a0c81498a43f6cd796e033b38.jpg, 191390-6b855aaa5a266f63750d23826350f031.jpg",pants,RTW,,387.2,484,387.2,484,FTR004,False,True,191390-54fbe5632e7906f1c94953a1d52874f5.jpg,387.2,False,484,/az/products/ami-paris-cigarette-salvar-191390,2023-24,it,False,IT,Cıgarette şalvar,3,Premium
1,42,,Elie Saab,/az/brands/eliesaab,Elie Saab,wom,20,,False,190022,190022-f6cd50aab97185f20a18e26add429d00.jpg,4,"190022-f6cd50aab97185f20a18e26add429d00.jpg, 190022-4bc74f4dca9b38fd263859d5c1797bd7.jpg, 190022-cece3cfaf79fad23eb62808177ab94cf.jpg, 190022-d98d7893bc4b234db29e6e463d7dc66c.jpg",dress,RTW,,1404,1755,1404,1755,15557,False,True,190022-4bc74f4dca9b38fd263859d5c1797bd7.jpg,1404,False,1755,/az/products/gullu-gupurlu-velvet-don-190022,2023-24,FR,False,FR,Güllü güpurlu velvet don,1,Premium
ROSSANA,"50, 52, 54",,Marina Rinaldi,/az/brands/marinarinaldi,Marina Rinaldi,wom,20,,False,190396,190396-b6819e68b6406bf52b556ce9392d77d0.jpg,4,"190396-b6819e68b6406bf52b556ce9392d77d0.jpg, 190396-fbaf91e3d24bc2247c53765b51610b55.jpg, 190396-018c615f6c64201918d0eb8f5ba2ec35.jpg, 190396-4454e5347d0a01b1d2e8569960ad7212.jpg",pants,MARINA RINALD 1,,184,230,184,230,2133043,False,True,190396-fbaf91e3d24bc2247c53765b51610b55.jpg,184,False,230,/az/products/marina-rinaldi-rossana-salvar-190396,2023-24,it,False,IT,Rossana şalvar,3,Premium
PERNIA,"S, M",,Veronica Beard,/az/brands/veronicabeard,Veronica Beard,wom,20,,False,191266,191266-4699d6fa3b368124d3b8eb84b3c7bfb0.jpg,5,"191266-4699d6fa3b368124d3b8eb84b3c7bfb0.jpg, 191266-20c80b3226360c138f12e8e0d0d2d298.jpg, 191266-dc5f11aa37c71625a8267189efcff588.jpg, 191266-ea2bad60655864a917d50929d791b69e.jpg, 191266-1074e15f67980d3cb3d4c99b21dee806.jpg",knitwear,RTW,,264.8,331,264.8,331,2308KS1290259,False,True,191266-20c80b3226360c138f12e8e0d0d2d298.jpg,264.8,False,331,/az/products/veronica-beard-pernia-trikotaj-sviter-191266,2023-24,xl,False,XL,Pernia trikotaj sviter,2,Premium
OBOISTA,XL,,Marina Rinaldi,/az/brands/marinarinaldi,Marina Rinaldi,wom,20,,False,190659,190659-ba59b0d8c0e1f13f842c1da11afe60ff.jpg,4,"190659-ba59b0d8c0e1f13f842c1da11afe60ff.jpg, 190659-b5d220143ef969475a07823b8fe1173e.jpg, 190659-ca269045b2e5739adfbcfb68442ab3d7.jpg, 190659-87a8ed6186567144ea346854ff8b6e4b.jpg",knitwear,MR SPORT 1,,128,160,128,160,5923012,False,True,190659-b5d220143ef969475a07823b8fe1173e.jpg,128,False,160,/az/products/marina-rinaldi-oboista-cemper-190659,2022-23,xl,False,XL,Oboista cemper,1,Premium
ROSA,"50, 52, 54",,Marina Rinaldi,/az/brands/marinarinaldi,Marina Rinaldi,wom,20,,False,190004,190004-69b6493f93f26e9bbb0e4952e206b9ea.jpg,4,"190004-69b6493f93f26e9bbb0e4952e206b9ea.jpg, 190004-516067f1cd62b851e7e3ff910554b3f6.jpg, 190004-557dbc030c796694b03624767c6fb4d2.jpg, 190004-8703085178e2d4dcc77e2a719243be5d.jpg",pants,MARINA RINALD 1,,162.4,203,162.4,203,2133023,False,True,190004-516067f1cd62b851e7e3ff910554b3f6.jpg,162.4,False,203,/az/products/marina-rinaldi-rosa-salvar-190004,2023-24,it,False,IT,Rosa şalvar,3,Premium
1,M,,Ambush,/az/brands/ambush,Ambush,wom,20,,False,190409,190409-70b87aa9624b2fcb1f1f65a2a245d7a7.jpg,5,"190409-70b87aa9624b2fcb1f1f65a2a245d7a7.jpg, 190409-b2a12d39f22ede8455dc75dd79e80301.jpg, 190409-534d778f00408ff4a8f72c266a1a43c0.jpg, 190409-9fdd78a3634cf68c6dd53db7cab7103b.jpg, 190409-f5902f86676badfb03b1a38ed43bfc50.jpg",belts bra tap,ACC,,365.6,457,365.6,457,BWAE009F23FAB0011000,False,True,190409-b2a12d39f22ede8455dc75dd79e80301.jpg,365.6,False,457,/az/products/ambush-kemer-detalli-crop-top-190409,2023-24,xl,False,XL,Kəmər detallı crop top,1,Premium
1,"38, 40, 42",,Ambush,/az/brands/ambush,Ambush,wom,20,,False,190648,190648-a46a72aa9796dc9ddcb9189e41f62694.jpg,4,"190648-a46a72aa9796dc9ddcb9189e41f62694.jpg, 190648-188fbf4cb71dc367daa5b84b1be60011.jpg, 190648-0ad4589a406c5c7794c952fa300dfd61.jpg, 190648-0027a2df0e65208dee2457da2331fe25.jpg",pants,RTW,,401.6,502,401.6,502,BWCA040F23FAB0011000,False,True,190648-188fbf4cb71dc367daa5b84b1be60011.jpg,401.6,False,502,/az/products/ambush-genis-bicimli-yun-salvar-190648,2023-24,it,False,IT,Geniş biçimli yun şalvar,3,Premium
1,S,,Ellery,/az/brands/ellery,Ellery,woman,50,,False,118396,118396-30e078c435506c92f96b42f86cad9089.jpg,4,"118396-30e078c435506c92f96b42f86cad9089.jpg, 118396-2aec67f19378dfef5dde86309e10f413.jpg, 118396-8039cca6e2b5d052a8c3e43cd3f360bd.jpg, 118396-658303364055d6a55746c34b78e0cf0e.jpg",dress,,,424,848,424,848,8FD712CR,False,True,118396-2aec67f19378dfef5dde86309e10f413.jpg,424,False,848,/az/products/ellery-bantli-qol-dizaynli-midi-don-118396,2018-19,xl,False,XL,Bantlı qol dizaynlı midi don,1,Premium
069KM,"25, 23",,Diesel,/az/brands/diesel,Diesel,woman,50,,False,169327,169327-c9d612f65ebc6caf62f4bcc49f897f5d.jpg,5,"169327-c9d612f65ebc6caf62f4bcc49f897f5d.jpg, 169327-7128802302ac9cb0367a0a3894442062.jpg, 169327-707378dae342e9ee84ad978a9b98bd6b.jpg, 169327-c67e6cb6eca12fad83245cdc5163df19.jpg, 169327-65c5ae48afdbcd1a7f3ba16db6a12710.jpg",jeans,5 POCKETS,,95,190,95,190,00S8SK,False,True,169327-7128802302ac9cb0367a0a3894442062.jpg,95,False,190,/az/products/diesel-krailey-r-ne-denim-salvar-169327,2020,denim,True,DENIM,Krailey R-Ne denim şalvar,2,Premium
76737,44,,EmilioPucci,/az/brands/emiliopucci,Emilio Pucci,woman,80,,False,181253,181253-e12cd9b49e41b8037c4f367a32cb6c29.jpg,1,181253-e12cd9b49e41b8037c4f367a32cb6c29.jpg,dress,from Emporium Woman 2017-18,,160,800,160,800,76JG61,False,True,181253-e12cd9b49e41b8037c4f367a32cb6c29.jpg,160,False,800,/az/products/emilio-pucci-arxiv-printli-don-181253,2017-18,it,False,IT,Arxiv printli don,1,Premium
RADURA,48,,Marina Rinaldi,/az/brands/marinarinaldi,Marina Rinaldi,wom,20,,False,189977,189977-fb2524af054650a692c26a1cb9d9c326.jpg,4,"189977-fb2524af054650a692c26a1cb9d9c326.jpg, 189977-3ecc4b012537c6f9c94ebc6d73a8d258.jpg, 189977-df91f409fcfd1bd49f46d8faa3bb9f14.jpg, 189977-3bfa9259b0696e6fa4365e4da4706e3c.jpg",trousers,MR SPORT 1,,136,170,136,170,5133192,False,True,189977-3ecc4b012537c6f9c94ebc6d73a8d258.jpg,136,False,170,/az/products/marina-rinaldi-radura-klassik-salvar-189977,2022-23,it,False,IT,Radura klassik şalvar,1,Premium
1,40,,Dion Lee,/az/brands/dion-lee,Dion Lee,wom,20,,False,191487,191487-df6c3d0803b4283135d1b5a6feaa6ee3.jpg,3,"191487-df6c3d0803b4283135d1b5a6feaa6ee3.jpg, 191487-ead183cc4b4105dd0146e80bb47524e0.jpg, 191487-bbcc09ce8a168d16d19039cc7806b0b6.jpg",outwear,RTW,,771.2,964,771.2,964,A4213P23,False,True,191487-ead183cc4b4105dd0146e80bb47524e0.jpg,771.2,False,964,/az/products/dion-lee-zencirbendli-qisa-jaket-191487,2023-24,it,False,IT,Zəncirbəndli qısa jaket,1,Premium
OLIVER,XS,,Max&Co,/az/brands/maxco,MAX&Co.,wom,20,,False,190456,190456-e74bc3ab68c980208d7920586e838fe7.jpg,5,"190456-e74bc3ab68c980208d7920586e838fe7.jpg, 190456-33c789d6396594d800156a861cd21a6c.jpg, 190456-f42964276ce0e59ea6c3e2fe8c6114bf.jpg, 190456-23017dd98b0222fb862bdca5ced54633.jpg, 190456-1db16886edef21e4913cb2e903ad13d6.jpg",dress,MAX&CO.,,176,220,176,220,76241523,False,True,190456-33c789d6396594d800156a861cd21a6c.jpg,176,False,220,/az/products/maxco-oliver-midi-don-190456,2023-24,xl,False,XL,Oliver midi don,1,Premium
Z1YMZ,38,,Armani Exchange,/az/brands/armaniexchange,Armani Exchange,man,0,,False,191084,191084-4ae43d14d9980e72b4b1e4bbc7206ccc.jpg,3,"191084-4ae43d14d9980e72b4b1e4bbc7206ccc.jpg, 191084-54b542424f6dc3b482d54e733651a437.jpg, 191084-877bbbd7fb59318c25e503e364e9527e.jpg",jeans,RTW,,185,0,185,0,6RZJ13,False,True,191084-54b542424f6dc3b482d54e733651a437.jpg,185,False,0,/az/products/armani-exchange-dar-bicimli-denim-salvar-191084,2023-24,denim,True,DENIM,Dar biçimli denim şalvar,1,Premium
XJETP,M,,Gucci,/az/brands/gucci,Gucci,wom,20,,False,187368,187368-7fde409f94f1382646f7e1fbda9daf4c.jpg,4,"187368-7fde409f94f1382646f7e1fbda9daf4c.jpg, 187368-1a109cda4a0a918b3e7200253bc581b5.jpg, 187368-fcedf0c94980b95ce305e7e88d76992b.jpg, 187368-e0384b5e61205764d17f1d0418062195.jpg",trousers,WOMENS RTW,,916.8,1146,916.8,1146,722196,False,True,187368-1a109cda4a0a918b3e7200253bc581b5.jpg,916.8,False,1146,/az/products/gucci-jumbo-gg-flis-salvar-187368,2022-23,xl,False,XL,Jumbo GG flis şalvar,1,Premium
AFONE,XS,,MaxMara Weekend,/az/brands/weekendmaxmara,Weekend Max Mara,wom,20,,False,191369,191369-4d4bb26b90261bcb19f60287f5e9b081.jpg,3,"191369-4d4bb26b90261bcb19f60287f5e9b081.jpg, 191369-89cbdc317320181f5013ea75eab73330.jpg, 191369-3b39aaa0be3f1175aea1531916eda834.jpg",knitwear,WEEKEND 2^ USCITA,,198.4,248,198.4,248,53662123670,False,True,191369-89cbdc317320181f5013ea75eab73330.jpg,198.4,False,248,/az/products/maxmara-weekend-afone-cemper-191369,2022-23,xl,False,XL,Afone cemper,1,Premium
1,L,,Oscar de la Renta,/az/brands/oscardelarenta,Oscar de la Renta,wom,20,,False,191452,191452-36bd4754ea39d4ef9b47e343895853cc.jpg,3,"191452-36bd4754ea39d4ef9b47e343895853cc.jpg, 191452-405733e2cd1ba78ecbf1182c42981f46.jpg, 191452-9a72671eaefc3c54f7ffa93197d12548.jpg",dress,RTW,,1348,1685,1348,1685,23PN275DSW,False,True,191452-405733e2cd1ba78ecbf1182c42981f46.jpg,1348,False,1685,/az/products/oscar-de-la-renta-kemerli-yun-don-191452,2023-24,xl,False,XL,Kəmərli yun don,1,Premium
FAUX LTHR BI SRTCH LEGGNG,"36, 38, 40",,Michael Kors,/az/brands/michaelkors,Michael Kors,wom,20,,False,179346,179346-0c7d320320b0ee12c5e272c440035a6f.jpg,4,"179346-0c7d320320b0ee12c5e272c440035a6f.jpg, 179346-9c4d06c7a7a9e25bb9cb55f0b5fa0bae.jpg, 179346-7299ea37563238c9c79e6a6e53d60371.jpg, 179346-53b8cbf4eb8325be3b5f7ffe8673e6b2.jpg",pants,RTW,,178,222.5,178,222.5,MU1304Y2S8,False,True,179346-9c4d06c7a7a9e25bb9cb55f0b5fa0bae.jpg,178,False,222.5,/az/products/dar-bicimli-deri-leggins-179346,2022-23,it,False,IT,Dar biçimli dəri leggins,3,Premium
CERINA,XL,,Moeva,/az/brands/moeva,Moeva,woman,80,,False,159066,159066-3ed4c877f48002370ea38997cee1927a.jpg,5,"159066-3ed4c877f48002370ea38997cee1927a.jpg, 159066-9451b6bd5ee60fa1808df4f6afff7f0c.jpg, 159066-eaf600839952a07f6bced664c4af0b67.jpg, 159066-d715b48d8fba7e963c9e278f01703233.jpg, 159066-dacdac9451432e1d40fb734cd90d493b.jpg",swimwear,LINGERIE,,58,290,58,290,CER0107,False,True,159066-9451b6bd5ee60fa1808df4f6afff7f0c.jpg,58,False,290,/az/products/moeva-cerina-bikini-desti-159066,2016,xl,False,XL,Cerina bikini dəsti,1,Premium
1,44,,Elie Saab,/az/brands/eliesaab,Elie Saab,wom,20,,False,191185,191185-faa92d2578d1f5c46a4e89d657c2800d.jpg,1,191185-faa92d2578d1f5c46a4e89d657c2800d.jpg,dress,RTW,,1660,2075,1660,2075,15336,False,True,191185-faa92d2578d1f5c46a4e89d657c2800d.jpg,1660,False,2075,/az/products/elie-saab-magic-don-191185,2023-24,eu,False,EU,Magic don,1,Premium
CRISTINA,XS,,Max&Co,/az/brands/maxco,MAX&Co.,wom,20,,False,190023,190023-0ddb17f89055668469b205f3608cc991.jpg,4,"190023-0ddb17f89055668469b205f3608cc991.jpg, 190023-e21bdfcadf1362965d11b05c09abfcb6.jpg, 190023-1ddd04f53c91eea46648224a81c80dab.jpg, 190023-bcf10d2e77eec3bb97e437dc8ce38575.jpg",dress,MAX&CO.,,180,225,180,225,76249122,False,True,190023-e21bdfcadf1362965d11b05c09abfcb6.jpg,180,False,225,/az/products/maxco-cristina-mini-don-190023,2022-23,xl,False,XL,Cristina mini don,1,Premium
ADIBIRE,M,,Marina Rinaldi,/az/brands/marinarinaldi,Marina Rinaldi,wom,20,,False,190723,190723-ee1a92893cecd03a7c2d3546cf9e399f.jpg,4,"190723-ee1a92893cecd03a7c2d3546cf9e399f.jpg, 190723-fe4b4366d7191774c0e8cdc9d2fd48df.jpg, 190723-ce77bded7aba4a6842bae7661616815d.jpg, 190723-5870b48e928b485e2a23db07dfd4bfaf.jpg",knitwear,MR VOYAGE 2,,216,270,216,270,3364233,False,True,190723-fe4b4366d7191774c0e8cdc9d2fd48df.jpg,216,False,270,/az/products/marina-rinaldi-adibire-cemper-190723,2023-24,xl,False,XL,Adibire cemper,1,Premium
CONSULTO,XS,,Max&Co,/az/brands/maxco,MAX&Co.,wom,20,,False,189907,189907-500552ff1b9f57bc88f9e52e3f0119c7.jpg,4,"189907-500552ff1b9f57bc88f9e52e3f0119c7.jpg, 189907-706e00f5bf24902f5c4f9353863ad98b.jpg, 189907-c7d19a7cb7a7c1e47bd684422378a7ba.jpg, 189907-598645e1c471254b8dbdeb1408eaffc3.jpg",shorts,MAX&CO.,,100,125,100,125,77840223,False,True,189907-706e00f5bf24902f5c4f9353863ad98b.jpg,100,False,125,/az/products/maxco-pambiq-flis-bermuda-sort-189907,2023-24,xl,False,XL,Pambıq flis Bermuda şort,1,Premium
069LW,"23, 25",,Diesel,/az/brands/diesel,Diesel,woman,50,,False,169407,169407-016113025912473e50744ff8bdc35bab.jpg,5,"169407-016113025912473e50744ff8bdc35bab.jpg, 169407-e2e22591441ccfc01e83e6736aec0788.jpg, 169407-d2d6b6eebd26eda12296d968e475f1f6.jpg, 169407-2d57eaf670259122e7cbcfa6ba973ac1.jpg, 169407-f5ba37e9f989df3e23f33046a294f2c5.jpg",jeans,5 POCKETS,,115,230,115,230,00S8SK,False,True,169407-e2e22591441ccfc01e83e6736aec0788.jpg,115,False,230,/az/products/diesel-dar-bicimli-denim-salvar-169407,2020,denim,True,DENIM,Dar biçimli denim şalvar,2,Premium
FESTANTE,50,,Marina Rinaldi,/az/brands/marinarinaldi,Marina Rinaldi,wom,20,,False,190613,190613-cd3ed287e8719bea1b103c9c2966fc42.jpg,4,"190613-cd3ed287e8719bea1b103c9c2966fc42.jpg, 190613-60a8d434d44e430b4af1b49d961a914d.jpg, 190613-a2a3ddb08ce15c2eefc606226f328bea.jpg, 190613-3ea3724283116a70e20d813baa495340.jpg",shirt,MARINA RINALD 2,,291.2,364,291.2,364,2194093,False,True,190613-60a8d434d44e430b4af1b49d961a914d.jpg,291.2,False,364,/az/products/marina-rinaldi-serfli-sifon-bluz-190613,2023-24,eu,False,EU,Şərfli şifon bluz,1,Premium
Dejaninata 1006754 01,38,,Escada,/az/brands/escada,Escada,woman,80,,False,156921,156921-60dbf8951a381bf67832cdf4419ca2d2.jpg,3,"156921-60dbf8951a381bf67832cdf4419ca2d2.jpg, 156921-30d411cd14176676a98e9063f3ffebb9.jpg, 156921-7a04322a927bc605e9705d0896369490.jpg",dress,04.17 FW,,80,400,80,400,5020938,False,True,156921-30d411cd14176676a98e9063f3ffebb9.jpg,80,False,400,/az/products/escada-cicek-printli-mini-don-156921,2016-17,it,False,IT,Çiçək printli mini don,1,Premium
4041401,58,,Marina Rinaldi,/az/brands/marinarinaldi,Marina Rinaldi,,20,,False,169801,169801-df8f68dd4f591c46cb3f08a1c36b9349.jpg,6,"169801-df8f68dd4f591c46cb3f08a1c36b9349.jpg, 169801-ed96ae4fe72e0ca2e1e3d9031db8b9e6.jpg, 169801-874afa5a9df2a99b23dd51625b035728.jpg, 169801-81430102a2b4066f91e852120f961859.jpg, 169801-822f08d0646876fc710eddddcf31c84a.jpg, 169801-1bf7d0fd643a41a5e3250afd7bb29d08.jpg",jacket,FLASH ELEG,,509.6,637,509.6,637,CIVETTA,False,True,169801-ed96ae4fe72e0ca2e1e3d9031db8b9e6.jpg,509.6,False,637,/az/products/marina-rinaldi-pliseli-pencek-169801,2021,it,False,IT,Pliseli pencək,1,Premium
3133139,48,,Marina Rinaldi,/az/brands/marinarinaldi,Marina Rinaldi,woman,50,,False,161932,161932-afe9d2bea4e23731770e5f6e069c342d.jpg,5,"161932-afe9d2bea4e23731770e5f6e069c342d.jpg, 161932-7b6b6e9839cf7d0f97b536b0a89321ba.jpg, 161932-cf3f47bc576f4669253654cd12120735.jpg, 161932-bf94f8f5d4ec3e2f4680aeaa369538fa.jpg, 161932-f0bcd0d14558d770d5c7f157fa8ff32c.jpg",pants,Basic MR VOYAGE 1,,101.5,203,101.5,203,REANO,False,True,161932-7b6b6e9839cf7d0f97b536b0a89321ba.jpg,101.5,False,203,/az/products/marina-rinaldi-reano-salvar-161932,2019-20,it,False,IT,Reano şalvar,1,Premium
SMA03,"36, 38",,Stella Mccartney,/az/brands/stellamccartney,Stella McCartney,woman,50,,True,141639,141639-3929ba47e13fc9c6a46887a0a6da5f01.jpg,5,"141639-3929ba47e13fc9c6a46887a0a6da5f01.jpg, 141639-badd9049a9835cf76aa20c5424c4dc4c.jpg, 141639-a010dd86d4f39e2b2e3091bcb8b8162d.jpg, 141639-b26bd6f8db80e5e7112f172a4536aeb8.jpg, 141639-c25d0a7ccde20badd5888e38b6b94ab6.jpg",pants,WOMENS RTW,,657,657,328.5,657,551644,False,True,141639-badd9049a9835cf76aa20c5424c4dc4c.jpg,657,False,657,/az/products/hundurbel-enli-bicimli-salvar-141639,2019,it,False,IT,Hündürbel enli biçimli şalvar,2,Premium
EINBGM-483,M,,Aquanova,/az/brands/aquanova,Aquanova,unisex,30,,False,186424,186424-c9e867f22e6b70e3bed4f136b8bebb0e.jpg,2,"186424-c9e867f22e6b70e3bed4f136b8bebb0e.jpg, 186424-6181f5489ac8cee428cd305391e5793f.jpg",bathrobe,Bathing,,96.6,138,96.6,138,EINAR,False,True,186424-6181f5489ac8cee428cd305391e5793f.jpg,96.6,False,138,/az/products/aquanova-duz-bicimli-hamam-xalati-186424,2021,xl,False,XL,Düz biçimli hamam xalatı,1,Premium
015,36,,Simone Perele,/az/brands/simone-perele,Simone Pérèle,woman,80,,False,119369,119369-811e607b8ccb4852124b23b8dc54a3f7.jpg,2,"119369-811e607b8ccb4852124b23b8dc54a3f7.jpg, 119369-07627a0f13e297fa9e7a930f83d916a8.jpg",briefs,LINGERIE,,14,70,14,70,16R774,False,True,119369-07627a0f13e297fa9e7a930f83d916a8.jpg,14,False,70,/az/products/simone-perele-formalasdirici-tuman-119369,2016-17,eu,False,EU,Formalaşdırıcı tuman,1,Premium
OBLIARE,S,,Marina Rinaldi,/az/brands/marinarinaldi,Marina Rinaldi,wom,20,,False,191502,191502-8633edcaff807daf6183970d529fa7c6.jpg,4,"191502-8633edcaff807daf6183970d529fa7c6.jpg, 191502-a203974f43a14a6017cbd2539f3fd86c.jpg, 191502-4a1e44ad488997cb5d7935864dad71ba.jpg, 191502-cc48605aefbeb49a4912e30a99697934.jpg",skirt,MR SPORT 1,,162.4,203,162.4,203,5773033,False,True,191502-a203974f43a14a6017cbd2539f3fd86c.jpg,162.4,False,203,/az/products/marina-rinaldi-obliare-etek-191502,2023-24,xl,False,XL,Obliare ətək,1,Premium
